transaction_id,timestamp,amount_usd,customer_email,email_domain,billing_country,shipping_country,ip_country,card_bin,payment_method,account_age_days,purchases_last_24h,product_category,device_type,is_chargeback
TXN000033,2024-03-16 16:35:10,114.61,john.davis929@gmail.com,gmail.com,GB,GB,GB,411111,debit_card,1663,2,beauty,tablet,0
TXN000034,2024-08-30 17:27:33,15.61,luis.smith349@mail.com,mail.com,CO,CO,CO,448100,bank_transfer,1940,0,electronics,desktop,0
TXN000035,2024-07-10 04:20:00,59.16,lisa.jones283@outlook.com,outlook.com,US,US,US,411111,paypal,591,1,prepaid_card,mobile,0
TXN000036,2024-08-20 22:53:18,47.29,sarah.davis927@hotmail.com,hotmail.com,BR,BR,BR,540540,paypal,1302,2,jewelry,desktop,0
TXN000037,2024-04-12 06:48:56,241.71,alex.lee823@icloud.com,icloud.com,MX,MX,MX,532532,bank_transfer,1066,1,sporting_goods,tablet,0
TXN000038,2024-07-11 03:00:45,47.47,maria.davis46@icloud.com,icloud.com,MX,MX,MX,411111,bank_transfer,340,1,home_appliances,tablet,0
TXN000039,2024-11-09 21:39:24,27.27,luis.lee684@protonmail.com,protonmail.com,BR,BR,BR,532532,bank_transfer,58,2,clothing,tablet,0
TXN000040,2024-04-25 13:17:16,17.42,emma.jones749@yahoo.com,yahoo.com,MX,MX,MX,532532,bank_transfer,523,2,clothing,mobile,0
TXN000041,2024-05-24 16:06:43,52.89,peter.jones555@gmail.com,gmail.com,AU,AU,AU,424242,credit_card,1031,1,sporting_goods,desktop,0
TXN000042,2024-02-29 18:23:14,184.26,peter.garcia813@protonmail.com,protonmail.com,GB,GB,GB,373737,paypal,1821,0,jewelry,tablet,0
TXN000043,2024-08-21 03:29:55,69.24,john.jones89@outlook.com,outlook.com,AU,AU,AU,424242,credit_card,877,2,beauty,mobile,0
TXN000044,2024-01-12 20:47:50,111.22,maria.johnson561@yahoo.com,yahoo.com,AR,AR,AR,601109,credit_card,1567,1,electronics,mobile,0
TXN000045,2024-03-31 20:11:11,278.23,jane.davis780@protonmail.com,protonmail.com,DE,DE,DE,373737,paypal,1712,1,beauty,desktop,0
TXN000046,2024-09-17 06:24:12,78.51,alex.garcia41@icloud.com,icloud.com,DE,DE,DE,424242,bank_transfer,1090,0,jewelry,desktop,0
TXN000047,2024-01-08 01:59:52,14.86,john.davis322@mail.com,mail.com,CA,CA,CA,601611,credit_card,1947,0,clothing,mobile,0
TXN000048,2024-12-27 00:24:46,150.76,peter.rodriguez774@gmx.com,gmx.com,US,US,US,448100,bank_transfer,252,0,electronics,desktop,0
TXN000049,2024-05-27 12:23:37,30.36,peter.johnson603@gmx.com,gmx.com,MX,MX,MX,424242,credit_card,292,1,jewelry,tablet,0
TXN000050,2024-05-25 12:37:49,109.16,anna.jones186@protonmail.com,protonmail.com,AU,AU,AU,601109,paypal,600,2,jewelry,desktop,0
TXN000051,2024-07-14 19:37:17,54.63,lisa.martinez975@protonmail.com,protonmail.com,MX,MX,MX,540540,debit_card,71,0,beauty,desktop,0
TXN000052,2024-08-21 07:14:30,70.3,chris.lee661@gmx.com,gmx.com,FR,FR,FR,540540,credit_card,688,0,home_appliances,mobile,0
TXN000053,2024-06-16 17:37:58,44.32,tom.garcia437@icloud.com,icloud.com,GB,GB,GB,540540,debit_card,430,1,sporting_goods,mobile,0
TXN000054,2024-11-18 18:01:37,42.26,mike.rodriguez869@outlook.com,outlook.com,BR,BR,BR,373737,bank_transfer,1193,2,electronics,desktop,0
TXN000055,2024-12-17 03:14:44,16.82,luis.smith844@protonmail.com,protonmail.com,MX,MX,MX,373737,paypal,223,0,electronics,tablet,0
TXN000056,2024-03-14 03:04:12,418.24,n3r9f6hcrv4@outlook.com,outlook.com,CA,CA,UA,601100,credit_card,2,2,electronics,tablet,1
TXN000057,2024-09-14 23:54:40,103.25,anna.brown72@hotmail.com,hotmail.com,FR,FR,FR,411111,debit_card,666,1,jewelry,tablet,0
TXN000058,2024-04-19 19:59:55,21.42,lisa.davis324@hotmail.com,hotmail.com,CO,CO,CO,601611,credit_card,88,1,sporting_goods,mobile,0
TXN000059,2024-12-29 10:04:02,32.51,david.lee38@icloud.com,icloud.com,AU,AU,AU,424242,paypal,925,0,prepaid_card,mobile,0
TXN000060,2024-04-02 11:02:57,55.89,alex.rodriguez424@yahoo.com,yahoo.com,CA,CA,CA,411111,credit_card,44,0,beauty,tablet,0
TXN000061,2024-04-17 16:43:35,94.67,david.martinez624@gmail.com,gmail.com,US,US,US,601611,credit_card,123,0,sporting_goods,mobile,0
TXN000062,2024-09-17 16:43:44,37.37,tom.smith251@icloud.com,icloud.com,BR,BR,BR,540540,bank_transfer,911,0,clothing,tablet,0
TXN000063,2024-10-15 00:06:24,33.02,maria.garcia217@yahoo.com,yahoo.com,CO,CO,CO,532532,bank_transfer,1354,2,clothing,mobile,0
TXN000064,2024-02-16 22:23:48,601.0,emma.jones656@hotmail.com,hotmail.com,MX,MX,MX,373737,bank_transfer,608,0,sporting_goods,tablet,0
TXN000065,2024-07-21 18:41:31,39.94,jane.smith839@gmail.com,gmail.com,BR,BR,BR,411111,bank_transfer,1340,0,prepaid_card,desktop,0
TXN000066,2024-05-06 04:05:50,608.36,lisa.rodriguez603@outlook.com,outlook.com,US,RO,PK,412345,prepaid,418,2,electronics,tablet,1
TXN000067,2024-08-11 07:01:14,62.98,chris.rodriguez751@yahoo.com,yahoo.com,FR,FR,FR,373737,credit_card,1314,2,books,mobile,0
TXN000068,2024-07-22 04:57:29,16.03,anna.smith63@gmx.com,gmx.com,BR,BR,BR,601611,credit_card,1001,0,home_appliances,desktop,0
TXN000069,2024-12-25 20:04:26,193.28,luis.johnson370@gmx.com,gmx.com,AU,AU,AU,601611,paypal,1554,1,prepaid_card,tablet,0
TXN000070,2024-12-06 18:55:24,32.86,anna.martinez940@hotmail.com,hotmail.com,CA,CA,CA,373737,debit_card,1764,2,sporting_goods,mobile,0
TXN000071,2024-08-26 16:55:40,70.46,anna.smith52@icloud.com,icloud.com,BR,BR,BR,373737,credit_card,724,0,sporting_goods,desktop,0
TXN000072,2024-09-04 23:40:45,240.12,john.garcia729@icloud.com,icloud.com,GB,GB,GB,601611,debit_card,516,2,sporting_goods,desktop,0
TXN000073,2024-11-24 01:38:09,15.34,peter.rodriguez963@gmail.com,gmail.com,FR,FR,FR,448100,bank_transfer,1831,0,prepaid_card,tablet,0
TXN000074,2024-03-07 23:22:22,214.8,alex.martinez73@yahoo.com,yahoo.com,AR,AR,AR,448100,debit_card,128,1,electronics,mobile,0
TXN000075,2024-09-21 21:34:19,30.74,sarah.wilson278@icloud.com,icloud.com,FR,FR,FR,601109,paypal,321,0,beauty,mobile,0
TXN000076,2024-10-08 19:23:33,255.16,s073yz7rvz74dh@icloud.com,icloud.com,CA,CA,NG,511234,prepaid,364,3,home_appliances,tablet,1
TXN000077,2024-02-16 11:54:08,39.02,emma.rodriguez509@yahoo.com,yahoo.com,CO,CO,CO,448100,debit_card,833,0,home_appliances,desktop,0
TXN000078,2024-11-17 16:16:34,118.5,peter.brown430@gmail.com,gmail.com,BR,BR,BR,601109,bank_transfer,1220,1,jewelry,mobile,0
TXN000079,2024-09-12 06:57:06,100.11,david.garcia458@mail.com,mail.com,US,US,US,411111,bank_transfer,1492,2,clothing,desktop,0
TXN000080,2024-05-06 16:53:07,119.47,tom.lee465@mail.com,mail.com,CA,CA,CA,448100,credit_card,1435,2,jewelry,tablet,0
TXN000081,2024-06-25 18:36:16,138.66,chris.brown153@gmail.com,gmail.com,FR,FR,FR,424242,bank_transfer,1656,1,prepaid_card,desktop,0
TXN000082,2024-06-27 16:52:53,49.1,tom.martinez632@outlook.com,outlook.com,DE,DE,DE,373737,bank_transfer,1476,2,jewelry,mobile,0
TXN000083,2024-12-01 08:40:13,143.76,alex.davis785@outlook.com,outlook.com,MX,MX,MX,448100,credit_card,492,0,sporting_goods,mobile,0
TXN000084,2024-12-19 18:34:51,56.93,mike.rodriguez447@outlook.com,outlook.com,AU,AU,AU,411111,debit_card,373,1,beauty,tablet,0
TXN000085,2024-10-21 11:52:11,34.5,emma.johnson149@yahoo.com,yahoo.com,BR,BR,BR,601109,credit_card,1693,1,clothing,tablet,0
TXN000086,2024-08-26 01:20:58,49.99,emma.lee488@mail.com,mail.com,MX,MX,MX,601109,paypal,1047,2,home_appliances,tablet,0
TXN000087,2024-02-08 00:13:11,47.24,peter.davis271@icloud.com,icloud.com,AU,AU,AU,540540,paypal,1133,2,beauty,tablet,0
TXN000088,2024-11-29 21:51:26,19.55,tom.lee505@icloud.com,icloud.com,AR,AR,AR,411111,credit_card,636,1,beauty,desktop,0
TXN000089,2024-02-18 21:06:03,113.02,maria.lee788@gmail.com,gmail.com,GB,GB,GB,601611,bank_transfer,1359,1,home_appliances,desktop,0
TXN000090,2024-03-01 21:14:23,123.38,emma.martinez717@icloud.com,icloud.com,FR,FR,FR,373737,bank_transfer,1659,0,jewelry,mobile,0
TXN000091,2024-01-26 09:47:32,85.3,sarah.jones96@gmail.com,gmail.com,AR,AR,AR,540540,paypal,301,2,jewelry,desktop,0
TXN000092,2024-12-11 22:16:29,37.97,maria.davis692@mail.com,mail.com,BR,BR,BR,448100,paypal,522,1,jewelry,tablet,0
TXN000093,2024-06-29 00:49:30,34.26,emma.martinez579@protonmail.com,protonmail.com,MX,MX,MX,373737,paypal,402,2,prepaid_card,tablet,0
TXN000094,2024-03-27 03:04:50,73.14,jane.jones655@mail.com,mail.com,FR,FR,FR,448100,debit_card,373,2,books,desktop,0
TXN000095,2024-01-30 11:33:38,13.81,alex.brown690@gmail.com,gmail.com,BR,BR,BR,448100,credit_card,1275,0,prepaid_card,mobile,0
TXN000096,2024-05-30 09:03:01,271.51,jane.rodriguez991@mail.com,mail.com,AR,AR,AR,601109,bank_transfer,1862,0,home_appliances,desktop,0
TXN000097,2024-09-21 03:25:20,68.85,anna.smith34@protonmail.com,protonmail.com,MX,MX,MX,411111,credit_card,464,1,beauty,desktop,0
TXN000098,2024-12-29 00:21:15,57.72,emma.wilson649@yahoo.com,yahoo.com,BR,BR,BR,601109,debit_card,1102,2,clothing,mobile,0
TXN000099,2024-07-20 14:39:40,43.67,jane.brown649@outlook.com,outlook.com,AR,AR,AR,411111,bank_transfer,1371,2,clothing,desktop,0
TXN000100,2024-08-09 14:28:52,59.62,john.garcia965@icloud.com,icloud.com,CA,CA,CA,601611,credit_card,716,0,prepaid_card,desktop,0
TXN000101,2024-11-01 02:21:09,93.84,sarah.wilson179@hotmail.com,hotmail.com,US,US,US,448100,credit_card,548,2,jewelry,tablet,0
TXN000102,2024-11-25 04:02:24,85.34,lisa.johnson184@icloud.com,icloud.com,DE,DE,DE,540540,paypal,799,2,home_appliances,mobile,0
TXN000103,2024-04-12 03:00:39,24.07,chris.brown117@outlook.com,outlook.com,FR,FR,FR,532532,debit_card,1052,1,electronics,mobile,0
TXN000104,2024-12-28 00:59:39,52.92,mike.rodriguez712@gmail.com,gmail.com,MX,MX,MX,424242,paypal,1700,1,beauty,tablet,0
TXN000105,2024-07-08 11:40:23,23.6,luis.jones93@hotmail.com,hotmail.com,AU,AU,AU,601109,paypal,1421,1,beauty,desktop,0
TXN000106,2024-12-05 12:01:43,20.91,alex.lee522@gmx.com,gmx.com,GB,GB,GB,540540,debit_card,997,1,prepaid_card,desktop,0
TXN000107,2024-02-12 21:07:19,61.28,luis.martinez136@hotmail.com,hotmail.com,AR,AR,AR,601109,paypal,1287,1,sporting_goods,desktop,0
TXN000108,2024-02-05 13:28:09,125.69,tom.garcia100@gmail.com,gmail.com,US,US,US,373737,bank_transfer,1326,0,sporting_goods,tablet,0
TXN000109,2024-11-18 21:11:01,133.94,alex.davis991@outlook.com,outlook.com,BR,BR,BR,448100,debit_card,506,1,sporting_goods,desktop,0
TXN000110,2024-09-02 11:42:12,10.54,emma.martinez740@hotmail.com,hotmail.com,US,US,US,532532,bank_transfer,964,0,electronics,tablet,0
TXN000111,2024-03-04 21:02:36,68.33,alex.rodriguez596@mail.com,mail.com,DE,DE,DE,601611,bank_transfer,1859,2,prepaid_card,desktop,0
TXN000112,2024-11-22 15:30:39,68.56,alex.davis615@icloud.com,icloud.com,GB,GB,GB,448100,bank_transfer,1633,2,clothing,desktop,0
TXN000113,2024-02-07 08:41:35,231.34,ana.martinez720@gmail.com,gmail.com,US,US,US,601611,bank_transfer,1435,1,clothing,tablet,0
TXN000114,2024-09-06 00:56:04,47.89,peter.johnson134@mail.com,mail.com,GB,GB,GB,424242,paypal,1280,1,electronics,tablet,0
TXN000115,2024-03-15 20:14:35,13.7,david.rodriguez87@hotmail.com,hotmail.com,MX,MX,MX,448100,credit_card,1157,2,clothing,desktop,0
TXN000116,2024-01-26 18:26:27,15.29,tom.rodriguez816@gmail.com,gmail.com,BR,BR,BR,373737,credit_card,1075,0,sporting_goods,desktop,0
TXN000117,2024-10-21 06:35:16,15.76,john.brown363@hotmail.com,hotmail.com,MX,MX,MX,540540,bank_transfer,1264,1,electronics,desktop,0
TXN000118,2024-11-05 07:13:05,109.06,luis.garcia745@gmail.com,gmail.com,FR,FR,FR,424242,credit_card,1706,1,jewelry,desktop,0
TXN000119,2024-02-08 14:56:06,51.9,david.johnson289@gmx.com,gmx.com,US,US,US,448100,bank_transfer,1618,2,electronics,desktop,0
TXN000120,2024-02-03 23:50:08,68.15,john.jones472@gmx.com,gmx.com,MX,MX,MX,448100,credit_card,751,2,books,mobile,0
TXN000121,2024-08-12 06:23:05,118.48,john.jones757@protonmail.com,protonmail.com,GB,GB,GB,448100,paypal,313,1,clothing,tablet,0
TXN000122,2024-01-11 11:29:44,28.96,emma.rodriguez217@yahoo.com,yahoo.com,CO,CO,CO,532532,bank_transfer,153,0,clothing,mobile,0
TXN000123,2024-09-29 08:32:53,21.25,jane.brown375@gmx.com,gmx.com,GB,GB,GB,448100,credit_card,1487,0,books,mobile,0
TXN000124,2024-11-30 05:10:33,228.72,tom.johnson150@gmail.com,gmail.com,DE,DE,DE,601611,bank_transfer,1673,2,beauty,mobile,0
TXN000125,2024-10-01 03:28:15,229.81,alex.garcia733@mail.com,mail.com,MX,MX,MX,601109,debit_card,905,2,home_appliances,mobile,0
TXN000126,2024-03-25 04:49:25,114.21,tom.wilson178@yahoo.com,yahoo.com,AU,AU,AU,448100,paypal,1273,1,prepaid_card,desktop,0
TXN000127,2024-03-10 08:56:00,128.8,chris.martinez788@mail.com,mail.com,US,US,US,424242,bank_transfer,1611,1,prepaid_card,mobile,0
TXN000128,2024-09-05 10:03:42,101.92,ana.jones842@protonmail.com,protonmail.com,AU,AU,AU,448100,paypal,355,1,jewelry,tablet,0
TXN000129,2024-01-23 11:49:34,137.36,emma.johnson751@mail.com,mail.com,US,US,US,424242,credit_card,636,0,sporting_goods,tablet,0
TXN000130,2024-07-15 06:15:00,121.5,peter.davis184@hotmail.com,hotmail.com,FR,FR,FR,373737,credit_card,821,2,electronics,mobile,0
TXN000131,2024-06-12 19:32:38,11.26,alex.smith77@icloud.com,icloud.com,BR,BR,BR,601109,paypal,1946,1,jewelry,tablet,0
TXN000132,2024-09-28 18:38:54,39.96,peter.wilson811@hotmail.com,hotmail.com,AU,AU,AU,540540,paypal,951,0,beauty,mobile,0
TXN000133,2024-03-14 21:46:17,161.47,chris.johnson729@yahoo.com,yahoo.com,MX,MX,MX,532532,credit_card,908,2,prepaid_card,tablet,0
TXN000134,2024-10-05 05:58:35,107.49,sarah.davis206@icloud.com,icloud.com,AR,AR,AR,601109,paypal,1444,1,home_appliances,tablet,0
TXN000135,2024-09-12 05:36:44,95.87,peter.johnson138@gmx.com,gmx.com,CA,CA,CA,448100,bank_transfer,1053,1,prepaid_card,tablet,0
TXN000136,2024-03-28 03:07:54,23.22,anna.davis450@gmail.com,gmail.com,MX,MX,MX,540540,paypal,1430,2,electronics,mobile,0
TXN000137,2024-05-10 04:37:44,71.16,chris.lee122@icloud.com,icloud.com,MX,MX,MX,532532,bank_transfer,577,1,beauty,mobile,0
TXN000138,2024-01-25 02:17:26,46.03,ana.smith636@gmail.com,gmail.com,FR,FR,FR,424242,bank_transfer,1989,0,beauty,desktop,0
TXN000139,2024-06-13 00:20:25,28.04,john.davis613@gmail.com,gmail.com,AU,AU,AU,601611,credit_card,949,0,clothing,tablet,0
TXN000140,2024-04-05 02:51:32,144.02,mike.wilson344@icloud.com,icloud.com,FR,FR,FR,424242,debit_card,635,0,clothing,desktop,0
TXN000141,2024-02-11 10:07:40,96.06,david.rodriguez889@hotmail.com,hotmail.com,MX,MX,MX,601611,debit_card,485,2,sporting_goods,desktop,0
TXN000142,2024-07-23 08:49:57,53.78,alex.garcia733@gmx.com,gmx.com,CO,CO,CO,411111,debit_card,290,1,clothing,desktop,0
TXN000143,2024-07-26 03:44:25,42.48,sarah.rodriguez214@protonmail.com,protonmail.com,US,US,US,373737,credit_card,1247,2,home_appliances,mobile,0
TXN000144,2024-02-01 08:52:29,33.86,lisa.lee75@protonmail.com,protonmail.com,FR,FR,FR,411111,paypal,208,2,beauty,tablet,0
TXN000145,2024-03-08 17:11:30,12.75,ana.davis828@gmail.com,gmail.com,CA,CA,CA,411111,credit_card,1048,2,home_appliances,tablet,0
TXN000146,2024-01-31 03:34:47,87.72,mike.brown38@gmail.com,gmail.com,DE,DE,DE,411111,credit_card,710,1,beauty,desktop,0
TXN000147,2024-09-04 19:54:51,62.82,maria.brown902@yahoo.com,yahoo.com,AU,AU,AU,411111,bank_transfer,1966,2,sporting_goods,desktop,0
TXN000148,2024-05-03 09:09:11,41.09,peter.jones427@gmx.com,gmx.com,AR,AR,AR,411111,credit_card,1062,2,electronics,mobile,0
TXN000149,2024-01-26 23:26:19,60.69,mike.jones393@icloud.com,icloud.com,US,US,US,601611,debit_card,468,1,books,desktop,0
TXN000150,2024-03-10 21:52:24,130.4,peter.jones445@yahoo.com,yahoo.com,AR,AR,AR,424242,debit_card,321,1,home_appliances,mobile,0
TXN000151,2024-12-22 04:50:11,25.0,john.rodriguez718@icloud.com,icloud.com,CO,CO,CO,411111,bank_transfer,168,1,books,mobile,0
TXN000152,2024-04-03 08:24:10,41.48,anna.martinez789@outlook.com,outlook.com,DE,DE,DE,540540,bank_transfer,1502,2,prepaid_card,tablet,0
TXN000153,2024-09-06 20:27:22,117.29,maria.rodriguez169@mail.com,mail.com,MX,MX,MX,532532,paypal,823,1,beauty,desktop,0
TXN000154,2024-06-19 23:30:47,76.34,jane.martinez903@protonmail.com,protonmail.com,AU,AU,AU,601109,credit_card,321,2,books,tablet,0
TXN000155,2024-03-07 07:57:03,26.71,anna.jones681@protonmail.com,protonmail.com,AU,AU,AU,540540,paypal,1259,2,books,desktop,0
TXN000156,2024-04-22 04:42:00,21.33,chris.garcia261@yahoo.com,yahoo.com,MX,MX,MX,601109,paypal,54,2,beauty,tablet,0
TXN000157,2024-01-06 03:28:08,109.67,anna.jones672@mail.com,mail.com,MX,MX,MX,424242,bank_transfer,1325,1,clothing,desktop,0
TXN000158,2024-09-29 15:36:48,283.45,alex.garcia37@icloud.com,icloud.com,AR,AR,AR,448100,bank_transfer,1533,0,books,desktop,0
TXN000159,2024-05-02 01:53:41,18.78,anna.lee934@mail.com,mail.com,US,US,US,601109,credit_card,711,0,clothing,tablet,0
TXN000160,2024-07-01 05:22:18,17.67,anna.garcia899@icloud.com,icloud.com,AR,AR,AR,601611,paypal,1649,0,beauty,tablet,0
TXN000161,2024-02-25 18:38:39,183.38,luis.davis45@mail.com,mail.com,CO,CO,CO,448100,credit_card,1236,1,electronics,desktop,0
TXN000162,2024-10-27 20:05:50,45.89,tom.lee608@mail.com,mail.com,DE,DE,DE,601611,debit_card,305,1,books,mobile,0
TXN000163,2024-03-20 17:16:59,44.35,lisa.garcia976@gmail.com,gmail.com,DE,DE,DE,411111,credit_card,1562,2,sporting_goods,desktop,0
TXN000164,2024-07-25 16:38:37,103.99,jane.smith403@gmx.com,gmx.com,MX,MX,MX,373737,paypal,1079,2,home_appliances,mobile,0
TXN000165,2024-11-14 13:17:32,32.99,john.lee807@gmail.com,gmail.com,BR,BR,BR,601109,credit_card,796,0,electronics,desktop,0
TXN000166,2024-09-17 07:36:05,87.37,emma.martinez366@gmx.com,gmx.com,AU,AU,AU,373737,bank_transfer,1758,0,beauty,tablet,0
TXN000167,2024-08-08 04:04:22,15.53,tom.brown199@icloud.com,icloud.com,US,US,US,411111,debit_card,276,0,clothing,tablet,0
TXN000168,2024-11-20 03:13:13,36.62,peter.rodriguez586@mail.com,mail.com,FR,FR,FR,540540,bank_transfer,1147,2,books,mobile,0
TXN000169,2024-03-05 09:46:08,66.69,peter.wilson83@protonmail.com,protonmail.com,CO,CO,CO,532532,bank_transfer,1488,2,clothing,desktop,0
TXN000170,2024-12-17 16:43:18,75.24,mike.lee319@yahoo.com,yahoo.com,AU,AU,AU,540540,credit_card,315,0,prepaid_card,mobile,0
TXN000171,2024-07-22 04:20:10,22.04,tom.brown654@gmail.com,gmail.com,CO,CO,CO,601109,bank_transfer,1027,1,beauty,desktop,0
TXN000172,2024-05-29 14:20:42,122.69,anna.brown385@protonmail.com,protonmail.com,MX,MX,MX,424242,bank_transfer,1730,0,clothing,mobile,0
TXN000173,2024-04-03 08:38:18,11.41,sarah.lee371@mail.com,mail.com,CA,CA,CA,601109,credit_card,1341,2,jewelry,mobile,0
TXN000174,2024-09-28 21:32:49,82.46,luis.johnson64@protonmail.com,protonmail.com,FR,FR,FR,424242,credit_card,543,1,sporting_goods,mobile,0
TXN000175,2024-12-22 07:31:10,188.83,jane.wilson659@icloud.com,icloud.com,CO,CO,CO,532532,bank_transfer,1910,2,jewelry,mobile,0
TXN000176,2024-09-08 21:23:17,23.11,ana.lee78@icloud.com,icloud.com,FR,FR,FR,601611,debit_card,1353,2,sporting_goods,tablet,0
TXN000177,2024-01-12 22:57:12,134.13,lisa.lee774@hotmail.com,hotmail.com,CA,CA,CA,424242,bank_transfer,909,0,books,desktop,0
TXN000178,2024-06-20 05:12:16,118.37,chris.smith163@mail.com,mail.com,AR,AR,AR,411111,paypal,1355,2,clothing,tablet,0
TXN000179,2024-09-24 07:06:33,12.97,luis.davis110@outlook.com,outlook.com,DE,DE,DE,601109,paypal,597,2,prepaid_card,desktop,0
TXN000180,2024-05-25 01:32:22,335.58,lisa.garcia858@gmail.com,gmail.com,AR,AR,AR,424242,paypal,110,1,sporting_goods,mobile,0
TXN000181,2024-10-09 03:27:14,250.75,lisa.jones990@hotmail.com,hotmail.com,CA,CA,CA,448100,paypal,1617,2,beauty,desktop,0
